Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake Magnitude,Deposits,Country,Location Name,Latitude,Longitude,Maximum Water Height (m),Number of Runups,Tsunami Magnitude (Iida),Tsunami Intensity,Total Deaths,Total Missing,Total Missing Description,Total Injuries,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Damaged
1899.0,9.0,10.0,21.0,41.0,,4.0,3.0,8.2,0.0,USA,"YAKUTAT BAY, AK",60.0,-140.0,60.96,12.0,5.9,3.0,,,,,,3.0,,
1815.0,11.0,22.0,,,,3.0,3.0,7.0,0.0,INDONESIA,BALI SEA,-8.0,115.0,,1.0,1.0,1.5,11453.0,,,,,,,
1899.0,10.0,19.0,9.0,16.0,,2.0,1.0,,0.0,PAPUA NEW GUINEA,BISMARCK SEA,-5.0,148.0,,2.0,,1.5,,,,,,2.0,,
1936.0,2.0,2.0,,,,1.0,9.0,,0.0,NEW ZEALAND,"GOOSE BAY, SOUTH ISLAND",,,,0.0,,,,,,,,,,
1825.0,3.0,21.0,,,,-1.0,6.0,,0.0,USA,"UNIMAK ISLAND, AK",54.77,-164.18,,1.0,,0.5,,,,,,,,
1867.0,5.0,7.0,10.0,,,4.0,1.0,,0.0,NORWAY,WESTERN NORWAY,58.667,6.167,,0.0,,3.0,,,,,,,,
1845.0,4.0,7.0,,,,3.0,1.0,8.0,0.0,MEXICO,S. MEXICO,17.0,-100.6,,1.0,,1.5,,,,,,2.0,,
1983.0,5.0,26.0,2.0,59.0,59.6,4.0,1.0,7.8,6.0,JAPAN,"NOSHIRO, JAPAN",40.462,139.102,14.93,230.0,3.9,2.0,104.0,,,324.0,800.0,4.0,3513.0,
1843.0,1.0,5.0,,,,4.0,1.0,7.3,0.0,INDONESIA,SW. SUMATRA,1.5,98.0,,3.0,,2.0,,,,,,3.0,,
1916.0,7.0,3.0,23.0,21.0,41.0,4.0,1.0,5.1,0.0,ITALY,STROMBOLI ISLAND,38.817,15.233,10.0,3.0,,4.0,,,,,,1.0,,
1854.0,8.0,7.0,,,,2.0,3.0,7.2,0.0,COSTA RICA,COSTA RICA-PANAMA,8.5,-83.0,,1.0,,1.5,,,,,,3.0,,
1952.0,11.0,4.0,16.0,58.0,27.9,4.0,1.0,9.0,6.0,RUSSIA,KAMCHATKA,52.755,160.057,23.0,327.0,4.2,4.0,10000.0,,,,1.0,2.0,,
1968.0,4.0,1.0,0.0,42.0,4.2,4.0,1.0,7.5,0.0,JAPAN,SEIKAIDO,32.3,132.5,3.07,62.0,1.3,1.0,1.0,,,22.0,,2.0,,
1988.0,7.0,5.0,20.0,32.0,7.2,4.0,1.0,6.8,0.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-5.964,148.78,,2.0,,,,,,,,,,
1917.0,1.0,9.0,,,,1.0,0.0,,0.0,INDONESIA,CELEBES SEA,1.57,122.72,,1.0,,2.0,,,,,,,,
1858.0,4.0,24.0,11.0,15.0,,2.0,1.0,6.5,0.0,CHILE,CENTRAL CHILE,-30.0,-71.4,,1.0,1.0,1.0,,,,,,,,
2006.0,1.0,16.0,,,,0.0,8.0,,0.0,USA,"COLUMBIA RIVER VALLEY, WA",,,9.0,1.0,,,,,,,,1.0,,
1922.0,2.0,22.0,,,,1.0,1.0,,0.0,INDONESIA,BANDA SEA,-3.3,128.9,,1.0,,0.5,,,,,,,,
1920.0,2.0,2.0,11.0,22.0,18.0,1.0,1.0,7.7,0.0,PAPUA NEW GUINEA,SOLOMON SEA,-6.5,150.0,,1.0,,,,,,,,1.0,,
2014.0,4.0,3.0,2.0,43.0,11.0,4.0,1.0,7.7,0.0,CHILE,NORTHERN CHILE,-20.571,-70.493,0.74,5.0,,,,,,,,,,
1906.0,2.0,7.0,,,,4.0,1.0,,0.0,ECUADOR,COLOMBIA-ECUADOR,1.0,-81.0,0.25,1.0,,0.5,,,,,,,,
2014.0,7.0,25.0,10.0,55.0,12.0,4.0,1.0,6.1,0.0,USA,"PALMA BAY, AK",58.306,-136.96,0.08,1.0,,,,,,,,,,
1928.0,9.0,13.0,,,,-1.0,9.0,,0.0,VENEZUELA,CARUPANO,,,,1.0,,,,,,,,,,
2008.0,5.0,4.0,,,,3.0,9.0,,0.0,SOUTH KOREA,YELLOW SEA,,,1.3,2.0,,,9.0,,,15.0,,,,
1887.0,10.0,3.0,,,,2.0,1.0,6.2,0.0,GREECE,"PELOPONNESUS, GREECE",38.3,22.8,,2.0,,3.0,,,,,,,,
1981.0,5.0,25.0,5.0,25.0,14.4,4.0,1.0,7.6,0.0,NEW ZEALAND,NEW ZEALAND,-48.786,164.357,0.3,1.0,-1.7,,,,,,,,,
1887.0,9.0,23.0,12.0,,,4.0,1.0,,0.0,HAITI,MOLE SAINT-NICOLAS,19.7,-74.4,,4.0,,,,,,,,,,
2004.0,12.0,26.0,0.0,58.0,53.4,4.0,1.0,9.1,144.0,INDONESIA,OFF W. COAST OF SUMATRA,3.316,95.854,50.9,1712.0,,,227899.0,,,,10000.0,4.0,,
1957.0,9.0,26.0,,,,3.0,1.0,5.5,0.0,INDONESIA,SOUTH OF JAVA,-8.2,107.3,0.7,0.0,-0.5,,,,,,,,,
1929.0,11.0,9.0,,,,2.0,0.0,,0.0,INDONESIA,"TJALANG, N.W. SUMATRA",4.633,95.567,,1.0,,,6.0,,,,,,,
1919.0,11.0,21.0,,,,1.0,1.0,,0.0,INDONESIA,NW. IRIAN JAYA,-2.55,140.75,,1.0,,,,,,,,1.0,,
2011.0,3.0,9.0,2.0,45.0,20.3,4.0,1.0,7.5,0.0,JAPAN,HONSHU ISLAND,38.435,142.842,0.6,11.0,,,,,,,,,,
1946.0,4.0,1.0,12.0,29.0,1.3,4.0,3.0,8.6,11.0,USA,"UNIMAK ISLAND, AK",53.492,-162.832,42.0,621.0,5.1,4.0,168.0,,,,26.271,4.0,,
2003.0,11.0,17.0,6.0,43.0,6.8,4.0,1.0,7.8,0.0,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.146,178.65,0.33,20.0,,,,,,,,1.0,,
1985.0,9.0,19.0,13.0,17.0,47.3,4.0,1.0,8.0,1.0,MEXICO,MEXICO,18.19,-102.533,3.0,19.0,1.6,,9500.0,,,30000.0,4000.0,4.0,,
1964.0,12.0,10.0,15.0,11.0,7.6,4.0,1.0,6.3,0.0,JAPAN,NW. HONSHU ISLAND,40.4,138.9,0.1,4.0,-3.3,-3.0,,,,,,,,
1887.0,5.0,3.0,9.0,,,1.0,3.0,7.4,0.0,MEXICO,N. MEXICO,30.8,-109.25,,1.0,,1.0,51.0,,,,,3.0,,
1956.0,3.0,2.0,22.0,43.0,,0.0,1.0,5.3,0.0,NEW ZEALAND,"LAKE TAUPO, NORTH ISLAND",-38.9,175.8,0.9,0.0,,,,,,,,,,
1947.0,10.0,6.0,19.0,55.0,37.0,3.0,3.0,6.9,0.0,GREECE,"PELOPONNESUS, GREECE",37.0,22.0,1.0,1.0,,2.0,3.0,,,20.0,,4.0,7000.0,
2011.0,6.0,27.0,,,,2.0,9.0,,0.0,UK,"PLYMOUTH, ENGLAND",50.5,-3.0,0.4,4.0,,,,,,,,,,
1912.0,12.0,6.0,,,,1.0,1.0,,0.0,"MICRONESIA, FED. STATES OF","YAP ISLANDS, CAROLINE ISLANDS",,,,1.0,,0.5,,,,,,,,
2015.0,7.0,10.0,4.0,12.0,54.0,4.0,1.0,6.7,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.307,158.403,0.01,1.0,,,,,,,,,,
1973.0,12.0,,,,,1.0,6.0,,0.0,INDONESIA,LESSER SUNDA ISLANDS,-8.54,123.59,,0.0,,,2.0,,,,,,,
1914.0,1.0,15.0,4.0,28.0,,1.0,1.0,,0.0,ITALY,LIGURIAN SEA,43.5,10.2,,0.0,,2.0,,,,,,,,
1904.0,8.0,8.0,22.0,50.0,0.0,1.0,1.0,7.2,0.0,NEW ZEALAND,CAPE TURNAGAIN,-40.4,176.4,3.0,0.0,,,,,,,,,,
1869.0,2.0,6.0,,,,2.0,1.0,,0.0,CHILE,SOUTHERN CHILE,-39.9,-73.4,,1.0,,,,,,,,,,
2016.0,11.0,13.0,11.0,2.0,34.0,4.0,1.0,7.8,1.0,NEW ZEALAND,OFF EAST COAST OF SOUTH ISLAND,-42.737,173.054,6.9,17.0,,,2.0,,,,3900.0,4.0,1.0,
2009.0,9.0,30.0,10.0,16.0,9.2,4.0,1.0,7.5,0.0,INDONESIA,SUMATRA,-0.72,99.867,0.27,1.0,,,1117.0,,,1214.0,2200.0,4.0,,181665.0
1907.0,6.0,8.0,,,,2.0,6.0,,0.0,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,,1.0,,,,,,,,,,
1917.0,11.0,16.0,3.0,19.0,28.0,2.0,1.0,7.5,0.0,NEW ZEALAND,KERMADEC ISLANDS,-29.0,-177.5,2.5,1.0,1.3,1.0,,,,,,,,
1904.0,1.0,20.0,14.0,52.0,6.0,1.0,1.0,7.9,0.0,COLOMBIA,OFF THE COAST PANAMA-COLOMBIA,7.0,-79.0,,1.0,,,,,,,,,,
1895.0,10.0,31.0,11.0,8.0,,0.0,1.0,6.7,0.0,USA,"CHARLESTON, MO",37.0,-89.4,,1.0,,,,,,,,,,
1871.0,9.0,7.0,,,,1.0,0.0,,0.0,FRANCE,NORTHERN FRANCE: ILLE-ET-VILAINE,48.7,-2.0,,1.0,,,,,,,,,,
1974.0,5.0,8.0,23.0,33.0,25.2,4.0,1.0,6.7,0.0,JAPAN,TOKAIDO,34.6,138.7,0.2,5.0,-2.3,-2.5,30.0,,,137.0,,2.0,134.0,
1885.0,7.0,29.0,,,,2.0,1.0,6.8,0.0,INDONESIA,"AJERBANGIS, SUMATRA",0.0,99.5,,1.0,,0.0,,,,,,,,
1887.0,2.0,2.0,,,,1.0,1.0,,0.0,PHILIPPINES,PANAY ISLAND,10.7,122.6,,1.0,,,,,,,,2.0,,
1842.0,11.0,11.0,,,,1.0,1.0,6.0,0.0,BANGLADESH,BAY OF BENGAL:  NORTHERN END,24.0,89.25,,3.0,,,,,,,,1.0,,
2012.0,3.0,9.0,7.0,9.0,50.9,4.0,1.0,6.7,0.0,VANUATU,OFF EAST COAST OF VANUATU,-19.125,169.613,0.05,2.0,,,,,,,,,,
1927.0,3.0,7.0,9.0,27.0,,4.0,3.0,7.6,0.0,JAPAN,SW. HONSHU ISLAND,35.6,135.1,11.3,17.0,0.4,0.5,3022.0,,,3295.0,,4.0,15594.0,9821.0
1918.0,9.0,7.0,17.0,16.0,,4.0,1.0,8.2,0.0,RUSSIA,S. KURIL ISLANDS,45.5,151.5,12.0,22.0,3.6,3.0,23.0,,,7.0,,2.0,,19.0
1886.0,6.0,1.0,,,,0.0,4.0,,0.0,NEW ZEALAND,"LAKE TARAWERA, NORTH ISLAND",-38.18,176.43,0.3,0.0,,,,,,,,,,
1957.0,7.0,28.0,8.0,40.0,1.0,4.0,1.0,7.9,0.0,MEXICO,S. MEXICO,16.5,-99.1,1.3,3.0,1.3,0.5,65.0,,,,25.0,4.0,,
1923.0,6.0,1.0,17.0,24.0,0.0,4.0,1.0,7.3,0.0,JAPAN,"KASHIMA, JAPAN",35.4,141.8,0.4,1.0,-1.3,-1.5,,,,,,,,
1919.0,4.0,29.0,,,,-1.0,1.0,,0.0,TONGA,TONGA ISLANDS,-19.0,-172.6,,0.0,,,,,,,,,,
1978.0,6.0,14.0,12.0,32.0,33.9,3.0,1.0,6.9,0.0,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",8.249,122.403,0.03,1.0,-3.3,,,,,,,,,
1862.0,4.0,8.0,,,,-1.0,0.0,,0.0,INDONESIA,"CHERIBON DISTRICT, JAVA",-6.7,108.57,2.1,1.0,1.1,,,,,,,,,
1957.0,6.0,22.0,23.0,50.0,23.0,3.0,1.0,7.3,0.0,INDONESIA,NW. IRIAN JAYA,-1.5,137.0,1.8,2.0,0.8,,,,,,,,,
2016.0,1.0,25.0,4.0,23.0,13.0,4.0,1.0,6.3,0.0,MOROCCO,MOROCCO,35.649,-3.682,0.02,2.0,,,1.0,,,26.0,,1.0,,
2014.0,4.0,1.0,23.0,46.0,26.0,4.0,1.0,8.2,0.0,CHILE,NORTHERN CHILE,-19.61,-70.769,4.63,201.0,,,7.0,,,,100.0,4.0,,2600.0
1927.0,11.0,21.0,23.0,12.0,25.0,3.0,1.0,7.1,0.0,CHILE,SOUTHERN CHILE,-44.6,-73.0,,1.0,1.5,2.0,,,,,,,,
1863.0,4.0,22.0,20.0,30.0,,2.0,1.0,7.8,0.0,GREECE,AEGEAN SEA,36.5,28.0,,0.0,,,300.0,,,,,3.0,2050.0,
1960.0,2.0,29.0,23.0,40.0,12.0,1.0,1.0,6.8,0.0,MOROCCO,MOROCCO,30.5,-9.5,,1.0,,,13100.0,,,25000.0,120.0,4.0,,
1829.0,9.0,26.0,,,,-1.0,1.0,,0.0,CHILE,SC. CHILE,,,,0.0,,,,,,,,1.0,,
1992.0,7.0,18.0,8.0,36.0,58.7,4.0,1.0,7.0,0.0,JAPAN,HONSHU ISLAND,39.419,143.33,0.3,4.0,-2.3,-0.5,,,,,,,,
1884.0,1.0,25.0,,,,-1.0,0.0,,0.0,USA,N. CALIFORNIA,38.0,-122.0,,1.0,,,,,,,,,,
2005.0,6.0,15.0,2.0,50.0,53.1,4.0,1.0,7.2,0.0,USA,N. CALIFORNIA,41.301,-125.97,0.1,5.0,,,,,,,,,,
1907.0,4.0,14.0,6.0,8.0,6.0,3.0,1.0,8.1,0.0,MEXICO,S. MEXICO,17.0,-100.0,2.0,3.0,1.0,,8.0,,,,,2.0,,
1922.0,1.0,19.0,21.0,58.0,58.5,3.0,1.0,6.9,0.0,PAPUA NEW GUINEA,BISMARCK SEA,-7.111,143.53,1.8,1.0,,,,,,,,1.0,,
1955.0,9.0,8.0,3.0,27.0,14.0,3.0,1.0,6.5,0.0,PAPUA NEW GUINEA,SOLOMON SEA,-6.9,155.7,,1.0,,,,,,,,,,
1928.0,5.0,18.0,,,,2.0,1.0,,0.0,TONGA,LIFUKA ISLAND,-19.83,-174.36,,1.0,,0.5,,,,,,,,
1911.0,9.0,15.0,13.0,10.0,,2.0,1.0,7.3,0.0,CHILE,NORTHERN CHILE,-20.0,-72.0,,0.0,,,,,,,,,,
1895.0,10.0,14.0,,,,-1.0,9.0,,0.0,USA,N. CALIFORNIA,,,,1.0,,,,,,,,,,
1937.0,8.0,20.0,11.0,59.0,16.0,3.0,1.0,7.5,0.0,PHILIPPINES,W. LUZON ISLAND,14.5,121.5,,2.0,0.5,1.0,1.0,,,,,3.0,,
1968.0,9.0,25.0,,,,1.0,1.0,7.0,0.0,MEXICO,S. MEXICO-GUATEMALA-NICARAGUA,15.6,-92.6,2.0,0.0,,1.0,15.0,,,500.0,,,,
1892.0,1.0,7.0,,,,-1.0,6.0,,0.0,INDONESIA,"AURI, HALMAHERA",,,,0.0,,,,,,,,,,
1943.0,6.0,13.0,5.0,12.0,0.0,4.0,1.0,7.1,0.0,JAPAN,SE. HOKKAIDO ISLAND,41.2,143.3,0.6,1.0,-0.7,-0.5,,,,,,,,
1902.0,2.0,26.0,,,,3.0,1.0,7.0,0.0,EL SALVADOR,EL SALVADOR-GUATEMALA,13.5,-89.5,,4.0,2.3,2.0,185.0,,,100.0,,3.0,,
1979.0,10.0,6.0,,,,4.0,8.0,,0.0,NORWAY,NORTHERN NORWAY,65.117,12.333,2.0,1.0,,3.0,,,,,,1.0,,
1961.0,10.0,18.0,16.0,51.0,57.0,1.0,1.0,6.5,0.0,CHILE,CENTRAL CHILE,-36.7,-73.0,,0.0,,,,,,,,1.0,,
1950.0,12.0,2.0,19.0,51.0,49.0,3.0,1.0,7.8,0.0,VANUATU,VANUATU ISLANDS,-18.25,167.5,2.5,5.0,,,,,,,,,,
1838.0,5.0,7.0,,,,2.0,1.0,,0.0,CHILE,CENTRAL CHILE,-36.7,-73.1,0.8,1.0,,,,,,,,,,
1953.0,2.0,16.0,11.0,43.0,,0.0,8.0,,0.0,USA,"COLUMBIA RIVER VALLEY, WA",,,4.8,1.0,,,,,,,,,,
1924.0,4.0,13.0,,,,-1.0,0.0,,0.0,RUSSIA,TATAR STRAIT,,,,0.0,,,,,,,,,,
1853.0,8.0,18.0,8.0,30.0,,3.0,1.0,,0.0,GREECE,CENTRAL GREECE (EVOIKOS GULF),38.25,23.5,,1.0,,3.0,17.0,,,,,2.0,,
1845.0,6.0,18.0,,,,1.0,1.0,,0.0,ITALY,ISLAND OF SICILY,36.4,13.44,,1.0,,,,,,,,,,
1883.0,5.0,31.0,,,,1.0,0.0,,0.0,INDONESIA,BANKA ISLAND,-2.25,106.0,,1.0,,0.0,,,,,,,,
1953.0,8.0,12.0,9.0,23.0,52.0,2.0,1.0,7.2,0.0,GREECE,IONIAN SEA,38.3,20.8,,0.0,,,476.0,,,2412.0,100.0,4.0,27773.0,
1854.0,8.0,4.0,,,,2.0,1.0,7.2,0.0,COSTA RICA,COSTA RICA-PANAMA,8.5,-83.0,,0.0,,1.5,,,,,,,,
1869.0,12.0,28.0,,,,2.0,1.0,6.9,0.0,GREECE,IONIAN SEA,38.8,20.7,,1.0,,3.0,,,,,,,,
2009.0,1.0,3.0,22.0,33.0,40.2,3.0,1.0,7.3,0.0,INDONESIA,NEAR NORTH COAST,-0.691,133.305,,0.0,,,,,,,,,,
2007.0,12.0,9.0,7.0,28.0,20.8,4.0,1.0,7.8,0.0,KERMADEC ISLANDS,KERMADEC ISLANDS,-25.996,-177.514,0.03,1.0,,,,,,,,,,
1958.0,2.0,7.0,23.0,23.0,36.0,0.0,1.0,6.2,0.0,CHINA,SICHUAN PROVINCE,31.5,105.0,,1.0,,,,,,,,,,
1855.0,11.0,7.0,,,,4.0,1.0,7.0,0.0,JAPAN,ENSHUNADA,34.5,137.6,3.0,6.0,1.0,,,,,,,1.0,,
1868.0,8.0,14.0,1.0,30.0,,4.0,1.0,8.5,0.0,CHILE,NORTHERN CHILE,-18.6,-71.0,0.17,1.0,,,,,,,,,,
1928.0,5.0,30.0,,,,-1.0,0.0,,0.0,JAPAN,SAPPORO,43.062,141.354,,0.0,,,,,,,,,,
1923.0,8.0,,,,,1.0,0.0,,0.0,KOREA,KOREA,,,,0.0,,1.5,,,,,,2.0,,
1822.0,11.0,20.0,2.0,30.0,,4.0,1.0,8.5,0.0,CHILE,CENTRAL CHILE,-33.0,-72.0,3.6,6.0,1.8,2.0,72.0,,,200.0,,4.0,,
1859.0,10.0,11.0,,,,-1.0,1.0,,0.0,CHILE,N. CENTRAL CHILE,,,,0.0,,,,,,,,,200.0,
2015.0,11.0,18.0,18.0,31.0,57.0,4.0,1.0,6.8,0.0,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.899,158.422,0.1,1.0,,,,,,,,,,
2008.0,8.0,20.0,23.0,0.0,0.0,3.0,0.0,,0.0,SOUTH AFRICA,SOUTHERN ATLANTIC OCEAN,-28.5,13.2,2.55,2.0,,,,,,,,1.0,,
1930.0,5.0,5.0,13.0,45.0,58.0,4.0,1.0,7.3,0.0,MYANMAR (BURMA),MYANMAR COAST,17.3,96.5,1.06,1.0,,,500.0,,,,,3.0,,
2021.0,7.0,29.0,6.0,15.0,47.0,4.0,1.0,8.2,0.0,USA,"KODIAK ISLAND, AK",55.325,-157.841,0.5,10.0,,,,,,,,,,
1933.0,5.0,19.0,,,,3.0,1.0,,0.0,TOGO,GOLD COAST,6.9,0.6,,1.0,,,,,,,,,,
1836.0,9.0,5.0,,,,-1.0,1.0,5.9,0.0,JAPAN,SANRIKU,37.7,142.0,,1.0,1.0,1.0,,,,,,,,
1866.0,2.0,2.0,,,,2.0,1.0,6.4,0.0,GREECE,"E. SPORADES ISLANDS, AEGEAN ISLANDS",38.4,26.0,,0.0,,3.0,,,,,,1.0,,
1872.0,4.0,3.0,5.0,45.0,,3.0,1.0,7.3,0.0,TURKEY,SAMANDAG (SUAIDIYA),36.2,36.2,,1.0,,3.0,1800.0,,,,,3.0,,
1906.0,8.0,7.0,,,,2.0,0.0,,0.0,USA,S. CALIFORNIA,33.9,-117.0,0.02,1.0,,,,,,,,,,
1852.0,2.0,2.0,7.0,30.0,,2.0,6.0,,0.0,ITALY,LIVORNO,,,,0.0,,3.0,,,,,,,,
1887.0,5.0,19.0,,,,1.0,1.0,,0.0,INDONESIA,"SIGLI, ACEH, SUMATRA",5.4,96.0,,1.0,,,,,,,,,,
1978.0,3.0,23.0,3.0,15.0,20.3,4.0,1.0,7.5,0.0,RUSSIA,S. KURIL ISLANDS,44.932,148.439,0.3,15.0,-2.3,0.0,,,,,,,,
2006.0,12.0,26.0,12.0,26.0,21.4,4.0,1.0,7.0,0.0,TAIWAN,TAIWAN,21.799,120.547,0.07,4.0,,,2.0,,,40.0,,1.0,,
2007.0,5.0,7.0,,,,2.0,8.0,,0.0,BULGARIA,BLACK SEA,43.0,29.0,3.0,2.0,,,,,,,,1.0,,
1861.0,12.0,26.0,,,,4.0,3.0,7.3,0.0,GREECE,CORINTH GULF,38.2,22.2,2.1,6.0,1.1,4.0,,,,,,2.0,,
1878.0,6.0,12.0,,,,2.0,1.0,,0.0,CHILE,NORTHERN CHILE,-23.7,-70.4,,1.0,,0.0,,,,,,,,
1970.0,4.0,7.0,5.0,34.0,5.6,3.0,1.0,7.3,0.0,PHILIPPINES,PHILIPPINE SEA,15.78,121.71,,1.0,1.0,1.0,15.0,,,200.0,,2.0,,
1963.0,2.0,7.0,19.0,28.0,,4.0,8.0,,0.0,GREECE,CORINTH GULF,38.31,22.02,6.0,9.0,,5.0,2.0,,,12.0,,1.0,,
1975.0,11.0,29.0,14.0,47.0,40.9,4.0,3.0,7.7,1.0,USA,HAWAII,19.451,-155.033,14.3,76.0,3.0,3.0,2.0,,,19.0,4.0,2.0,,
1992.0,12.0,12.0,5.0,29.0,26.3,4.0,3.0,7.8,9.0,INDONESIA,FLORES SEA,-8.48,121.896,26.2,111.0,4.7,2.7,2500.0,,,2103.0,100.0,4.0,31785.0,
1874.0,5.0,,,,,-1.0,1.0,,0.0,INDONESIA,N. MOLUCCAS ISLANDS,,,,0.0,,,,,,,,,,
1818.0,2.0,23.0,18.0,10.0,,2.0,1.0,5.6,0.0,ITALY,LIGURIA-COTE D'AZUR,43.917,8.033,,3.0,,3.0,,,,,,,,
2018.0,12.0,11.0,4.0,48.0,,0.0,8.0,,0.0,RUSSIA,"BUREYA, FAR EASTERN RUSSIA",50.559,131.472,90.0,49.0,,,,,,,,,,
1880.0,7.0,18.0,4.0,40.0,,4.0,3.0,7.5,0.0,PHILIPPINES,E. LUZON ISLAND,16.0,121.85,,2.0,,0.0,20.0,,,50.0,,3.0,,
1859.0,9.0,25.0,,,,2.0,1.0,6.8,0.0,INDONESIA,BANDA SEA,-5.5,130.5,,2.0,1.0,0.5,,,,,,,,
1896.0,2.0,16.0,18.0,0.0,,2.0,1.0,,0.0,JAMAICA,KINGSTON,17.6,-76.7,,1.0,,,,,,,,2.0,,
1908.0,9.0,21.0,6.0,31.0,,4.0,1.0,6.8,0.0,USA,HAWAII,19.0,-155.0,1.2,2.0,-0.5,0.0,,,,,,,,
1998.0,3.0,25.0,3.0,12.0,25.0,3.0,1.0,8.1,0.0,ANTARCTICA,BALLENY ISLANDS,-62.877,149.527,0.01,0.0,,,,,,,,,,
2007.0,9.0,30.0,5.0,23.0,34.0,4.0,1.0,7.4,0.0,NEW ZEALAND,AUCKLAND ISLANDS,-49.418,163.954,0.35,8.0,,,,,,,,,,
1855.0,5.0,18.0,14.0,,,2.0,0.0,,0.0,FRANCE,LIGURIAN SEA  - NICE,,,,1.0,,3.0,,,,,,,,
2000.0,5.0,4.0,4.0,21.0,16.2,4.0,1.0,7.6,0.0,INDONESIA,SULAWESI,-1.105,123.573,6.0,2.0,,,46.0,,,264.0,30.0,4.0,10000.0,
1980.0,5.0,22.0,,,,3.0,8.0,,0.0,PORTUGAL,AZORES,39.374,-31.229,,0.0,,,,,,,,,,
1812.0,2.0,7.0,9.0,45.0,,0.0,1.0,8.8,0.0,USA,"NEW MADRID, MO",36.5,-89.6,,1.0,,,,,,1.0,,3.0,,
2018.0,5.0,4.0,22.0,32.0,37.0,4.0,4.0,6.9,0.0,USA,HAWAII,19.313,-154.998,0.4,7.0,,,,,,1.0,370.0,4.0,716.0,
1979.0,8.0,9.0,,,,-1.0,8.0,,0.0,INDONESIA,LOMBLEN ISLAND [LEMBATA],-8.5,123.5,,1.0,,,,,,,,,,
1825.0,4.0,,,,,2.0,1.0,,0.0,USA TERRITORY,"GUAM, MARIANA ISLANDS",14.0,143.3,,1.0,,,,,,,,2.0,,
2006.0,10.0,15.0,17.0,7.0,49.2,4.0,1.0,6.7,0.0,USA,HAWAII,19.878,-155.935,0.1,1.0,,,,,,,,2.0,,
1987.0,11.0,30.0,19.0,23.0,19.5,4.0,1.0,7.9,0.0,USA,"GULF OF ALASKA, AK",58.679,-142.786,0.43,10.0,-1.0,,,,,,,1.0,,
1977.0,4.0,2.0,7.0,15.0,22.7,4.0,1.0,7.6,0.0,SAMOA,SAMOA ISLANDS,-16.696,-172.095,0.08,2.0,-3.3,-2.0,,,,,,1.0,,
1881.0,7.0,14.0,,,,3.0,1.0,,0.0,CHILE,NORTHERN CHILE,-20.2,-70.1,1.4,1.0,0.5,1.0,,,,,,,,
1927.0,8.0,5.0,21.0,13.0,1.1,4.0,1.0,6.9,0.0,JAPAN,SANRIKU,37.9,142.0,0.1,5.0,-3.3,,,,,,,1.0,,
1996.0,11.0,12.0,16.0,59.0,44.0,4.0,1.0,7.7,0.0,PERU,S. PERU,-14.993,-75.675,0.4,3.0,-1.7,-1.0,14.0,,,560.0,,4.0,,4000.0
1906.0,8.0,17.0,0.0,40.0,,3.0,1.0,8.2,0.0,CHILE,CENTRAL CHILE,-33.0,-72.0,3.5,35.0,1.8,2.0,4000.0,,,,100.0,4.0,,
2017.0,7.0,20.0,22.0,31.0,26.0,4.0,1.0,6.6,0.0,TURKEY,GULF OF GÖKOVA,36.929,27.414,1.9,40.0,,,2.0,,,500.0,,2.0,,
1907.0,6.0,27.0,,,,2.0,6.0,,0.0,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,,1.0,,,,,,,,,,
1889.0,3.0,8.0,,,,2.0,0.0,,0.0,TONGA,TONGA,,,11.0,3.0,,,,,,,,,,
2011.0,9.0,2.0,10.0,55.0,53.5,4.0,1.0,6.8,0.0,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.171,-171.708,0.06,1.0,,,,,,,,,,
1852.0,9.0,8.0,22.0,30.0,,3.0,1.0,,0.0,TURKEY,ASIA MINOR,,,,0.0,,3.0,,,,,,,,
1920.0,1.0,29.0,,,,1.0,1.0,,0.0,INDONESIA,N. MOLUCCAS ISLANDS,0.87,122.92,2.0,2.0,1.0,1.0,,,,,,,,
1992.0,1.0,5.0,6.0,,,4.0,1.0,3.7,0.0,CHINA,SOUTH CHINA SEA,18.0,108.0,0.8,5.0,-0.3,,,,,,,1.0,,
1955.0,4.0,19.0,20.0,24.0,5.0,4.0,1.0,7.1,0.0,CHILE,CENTRAL CHILE,-30.0,-72.0,1.0,7.0,,1.0,1.0,,,,,1.0,,
1963.0,9.0,18.0,16.0,58.0,14.8,4.0,1.0,6.2,0.0,TURKEY,MARMARA SEA,40.698,29.159,1.0,1.0,,3.0,1.0,,,,,2.0,7.0,163.0
1840.0,7.0,28.0,,,,0.0,1.0,,0.0,NEW ZEALAND,WHITIANGA,-36.836,175.692,,1.0,,,,,,,,,,
1994.0,4.0,28.0,11.0,30.0,,4.0,8.0,,0.0,NORWAY,WESTERN NORWAY,61.267,6.583,4.0,1.0,,4.0,,,,,,1.0,,
